Dataset,original dim,intrinsic dim_L1,intrinsic dim_L2,No. of instances
Project1079,14,7.25836849052745,5.438130828907133,62
Project1080,14,8.869209372678851,5.438130828907129,61
Project1081,14,4.5356391227770585,3.4310785437717226,45
Project1082,14,3.4310785437717226,2.0070522851354107,39
Project1083,14,6.431450771444777,5.438130828907133,37
Project1084,14,7.9667176665487816,6.862157087543445,48
Project1085,14,6.862157087543441,3.4310785437717226,56
Project1086,14,7.9667176665487816,3.4310785437717226,50
Project1087,14,4.5356391227770585,5.438130828907133,37
Project1088,14,4.5356391227770585,5.438130828907133,57
Project1089,14,4.1941244089166485,4.5356391227770585,57
Project1090,14,4.729781652885798,3.4310785437717226,47
Project1091,14,3.431078543771725,3.4310785437717226,38
Project1092,14,3.4310785437717226,3.4310785437717226,44
Project1093,14,10.293235631315163,3.4310785437717226,44
Project1094,14,3.463969030229133,5.438130828907129,54
Project1095,14,5.438130828907133,3.4310785437717226,36
Project1096,14,4.5356391227770585,3.4310785437717226,54
Project1097,14,5.438130828907129,3.4310785437717226,27
Project1098,14,4.5356391227770585,3.4310785437717226,58
Project1099,14,4.1941244089166485,2.0070522851354107,45
Project1100,14,5.438130828907133,5.438130828907133,53
Project1101,14,4.014104570270817,3.4310785437717226,44
Project1102,14,6.862157087543445,5.438130828907133,62
Project1103,14,5.959665381413373,4.5356391227770585,33
Project1104,14,4.194124408916653,3.4310785437717226,47
Project1105,14,6.8621570875434434,4.855104802408035,52
Project1106,14,5.438130828907129,3.4310785437717226,42
Project1107,14,5.438130828907129,5.438130828907129,54
Project1108,14,5.438130828907133,3.4310785437717226,62
Project1109,14,6.862157087543445,4.014104570270817,49
Project1110,14,7.445183114042542,5.438130828907133,48
Project1111,14,6.20117669405206,4.014104570270821,48
Project1112,14,7.966717666548777,3.6511147684973486,54
Project1113,14,7.44518311404254,3.827289946755727,62
Project1114,14,6.862157087543441,5.438130828907129,42
Project1115,14,4.5356391227770585,5.438130828907129,51
Project1116,14,5.438130828907133,4.014104570270817,52
Project1117,14,3.5596572014678625,3.4310785437717226,38
Project1118,14,4.798532758081103,4.5356391227770585,53
Project1119,14,6.862157087543445,4.014104570270817,43
Project1120,14,4.5356391227770585,3.4310785437717226,48
Project1121,14,4.014104570270821,3.4310785437717226,51
Project1122,14,6.862157087543445,5.438130828907133,57
Project1123,14,8.869209372678851,4.5356391227770585,42
Project1124,14,5.155196680399389,3.9028639338031295,49
Project1125,14,6.340622535037208,3.4310785437717226,55
Project1126,14,5.196619516268445,3.952613096277962,33
Project1127,14,5.438130828907129,3.431078543771725,44
Project1128,14,3.611098382417554,6.862157087543445,53
Project1129,14,11.3977962103205,5.438130828907129,61
Project1130,14,5.438130828907129,2.6680326786267927,47
Project1131,14,6.862157087543445,3.4310785437717226,43
Project1132,14,3.4310785437717226,5.438130828907133,36
Project1133,14,4.5356391227770585,3.4310785437717226,48
Project1134,14,4.031814785942847,3.4310785437717226,53
Project1135,14,7.9667176665487816,5.438130828907133,55
Project1136,14,10.293235631315168,4.5356391227770585,55
Project1137,14,4.1941244089166485,3.4310785437717226,53
Project1138,14,6.862157087543441,5.438130828907129,50
Project1139,14,5.95966538141337,5.438130828907133,57
Project1140,14,6.431450771444777,3.4310785437717226,36
Project1141,14,4.194124408916653,6.862157087543441,42
Project1142,14,6.862157087543445,6.431450771444782,44
Project1143,14,5.438130828907133,3.9028639338031295,40
Project1144,14,5.438130828907133,3.4310785437717226,43
Project1145,14,3.4310785437717226,3.4310785437717226,56
Project1146,14,5.438130828907133,3.4310785437717226,35
Project1147,14,7.445183114042544,4.855104802408035,53
Project1148,14,7.9667176665487816,4.194124408916653,54
Project1149,14,5.438130828907133,3.4310785437717226,38
Project1150,14,5.438130828907133,3.4310785437717226,43
Project1151,14,5.834342231891138,5.438130828907129,31
Project1152,14,3.4310785437717204,10.876261657814263,33
Project1153,14,6.288789600694092,3.5933881667455245,53
Project1154,14,6.862157087543441,4.855104802408035,51
Project1155,14,5.438130828907129,3.4310785437717226,50
Project1156,14,5.438130828907133,2.437758601234077,37
Project1157,14,5.834342231891138,5.007424512808465,53
Project1158,14,4.729781652885798,3.4310785437717226,49
Project1159,14,5.438130828907129,2.6041608246890524,49
Project1160,14,4.5356391227770585,3.4310785437717226,38
Project1161,14,9.632255237823783,4.19412440891665,43
Project1162,14,5.438130828907129,3.4310785437717226,51
Project1163,14,4.06385373274565,6.862157087543445,52
Project1164,14,10.293235631315163,6.201176694052055,44
Project1165,14,7.9667176665487816,5.438130828907133,43
Project1166,14,10.293235631315168,4.014104570270817,60
Project1167,14,7.9667176665487816,4.5356391227770585,55
Project1168,14,3.4310785437717226,3.4310785437717226,38
Project1169,14,7.9667176665487816,5.438130828907133,48
Project1170,14,5.75759650853811,3.4310785437717226,61
Project1171,14,6.05768838652946,3.4310785437717226,38
Project1172,14,6.862157087543445,4.855104802408035,49
Project1173,14,4.5356391227770585,3.4310785437717226,32
Project1174,14,5.438130828907129,6.20117669405206,42
Project1175,14,7.9667176665487816,8.586275224171107,52
Project1176,14,6.340622535037204,5.438130828907133,45
Project1177,14,6.862157087543445,5.438130828907133,57
Project1178,14,4.729781652885802,7.9667176665487816,45
Project1179,14,10.293235631315163,6.862157087543441,56
Project1180,14,3.4310785437717226,3.4310785437717226,33
Project1181,14,3.4310785437717226,3.4310785437717226,37
Project1182,14,5.438130828907129,5.438130828907129,50
Project1183,14,2.7700981502803343,5.438130828907133,62
Project1184,14,6.431450771444777,5.096616115046723,52
Project1185,14,8.869209372678856,5.438130828907133,37
Project1186,14,6.608255280325069,3.4310785437717226,50
Project1187,14,5.096616115046719,2.7700981502803366,47
Project1188,14,4.855104802408035,5.438130828907133,53
Project1189,14,5.438130828907129,5.438130828907133,45
Project1190,14,8.869209372678851,6.20117669405206,58
Project1191,14,5.438130828907129,4.729781652885798,47
Project1192,14,4.1229001585287595,3.4310785437717226,51
Project1193,14,5.438130828907133,2.528586837641648,48
Project1194,14,7.9667176665487816,4.5356391227770585,57
Project1195,14,6.09911122239852,3.4310785437717226,48
Project1196,14,5.563453978429369,4.5356391227770585,49
Project1197,14,3.698711289059585,3.4310785437717226,41
Project1198,14,4.5356391227770585,5.438130828907129,44
Project1199,14,5.438130828907133,3.4310785437717226,40
Project1200,14,4.5356391227770585,4.5356391227770585,56
Project1201,14,5.757596508538105,3.4310785437717226,59
Project1202,14,7.445183114042544,3.4310785437717226,57
Project1203,14,6.862157087543445,5.438130828907129,44
Project1204,14,4.855104802408035,5.438130828907129,56
Project1205,14,4.729781652885802,5.438130828907133,52
Project1206,14,5.196619516268447,5.438130828907129,44
Project1207,14,3.6047805768375105,3.4310785437717226,61
Project1208,14,6.6082552803250705,3.827289946755727,57
Project1209,14,5.438130828907129,3.4310785437717226,44
Project1210,14,9.632255237823783,5.438130828907133,45
Project1211,14,6.862157087543445,3.4310785437717226,48
Project1212,14,3.971615038998432,3.431078543771718,31
Project1213,14,5.438130828907129,6.862157087543441,51
Project1214,14,7.9667176665487816,7.9667176665487816,45
Project1215,14,3.4310785437717226,3.4310785437717226,43
Project1216,14,4.5356391227770585,3.4310785437717226,46
Project1217,14,5.95966538141337,3.6987112890595872,59
Project1218,14,7.445183114042544,7.9667176665487816,57
Project1219,14,6.20117669405206,3.4310785437717226,47
Project1220,14,4.5356391227770585,3.4310785437717226,62
Project1221,14,4.855104802408035,3.4310785437717226,56
Project1222,14,5.007424512808463,3.4310785437717226,49
Project1223,14,6.20117669405206,5.438130828907129,41
Project1224,14,3.4310785437717226,3.4310785437717226,33
Project1225,14,3.5933881667455267,4.5356391227770585,37
Project1226,14,2.3265179647663867,2.9095439912654855,48
Project1227,14,5.438130828907133,3.4310785437717226,49
Project1228,14,5.438130828907133,3.4310785437717226,49
Project1229,14,3.4310785437717226,3.4310785437717226,53
Project1230,14,4.014104570270817,3.4310785437717226,44
Project1231,14,4.392150815254461,3.431078543771718,41
Project1232,14,5.438130828907133,5.438130828907133,52
Project1233,14,7.9667176665487816,5.438130828907133,58
Project1234,14,5.438130828907133,3.9028639338031295,57
Project1235,14,5.438130828907129,4.5356391227770585,42
Project1236,14,5.007424512808465,3.4310785437717226,49
Project1237,14,8.869209372678851,5.438130828907129,51
Project1238,14,8.869209372678851,3.4310785437717226,60
Project1239,14,5.438130828907133,3.4310785437717226,59
Project1240,14,5.705763574194993,7.9667176665487816,52
Project1241,14,7.9667176665487816,3.7311704217630735,43
Project1242,14,5.438130828907133,3.9028639338031295,49
Project1243,14,5.61815066755296,3.5102802334366072,56
Project1244,14,5.438130828907133,5.438130828907133,30
Project1245,14,3.4310785437717226,3.4310785437717226,51
Project1246,14,8.869209372678855,5.438130828907133,45
Project1247,14,2.9095439912654855,4.5356391227770585,55
Project1248,14,4.014104570270817,3.4310785437717226,52
Project1249,14,3.4310785437717226,2.770098150280332,44
Project1250,14,6.20117669405206,6.862157087543445,48
Project1251,14,3.4310785437717226,3.4310785437717226,27
Project1252,14,3.7925529620954266,3.4310785437717226,46
Project1253,14,6.862157087543445,7.9667176665487816,40
Project1254,14,4.855104802408035,5.438130828907129,51
Project1255,14,6.862157087543445,8.869209372678856,37
Project1256,14,7.44518311404254,5.438130828907133,43
Project1257,14,6.862157087543445,3.4310785437717226,55
Project1258,14,5.438130828907129,5.438130828907129,54
Project1259,14,3.4310785437717226,3.4310785437717226,28
Project1260,14,5.438130828907129,5.438130828907129,39
Project1261,14,7.625202952688373,5.438130828907133,31
Project1262,14,10.293235631315168,5.438130828907129,63
Project1263,14,6.340622535037208,4.1941244089166485,55
Project1264,14,5.438130828907133,7.9667176665487816,43
Project1265,14,4.855104802408035,6.862157087543441,54
Project1266,14,5.438130828907129,3.3172804285594646,51
Project1267,14,7.9667176665487816,5.4381308289071315,25
Project1268,14,5.438130828907133,3.4310785437717226,57
Project1269,14,5.438130828907133,3.4310785437717226,57
Project1270,14,4.4588933994240305,4.729781652885802,48
Project1271,14,6.340622535037204,5.007424512808465,46
Project1272,14,3.4310785437717226,3.4310785437717226,46
Project1273,14,5.757596508538105,5.438130828907129,46
Project1274,14,4.855104802408037,5.438130828907129,46
Project1275,14,6.542691407912465,3.4310785437717226,46
Project1276,14,4.6248307250153164,4.1941244089166485,55
Project1277,14,4.014104570270817,3.9028639338031295,45
Project1278,14,6.201176694052055,6.862157087543445,44
Project1279,14,5.438130828907133,3.431078543771718,34
Project1280,14,4.5356391227770585,3.4310785437717226,56
Project1281,14,4.014104570270821,3.4310785437717226,54
Project1282,14,5.888441131025477,4.3921508152544595,63
Project1283,14,5.640199701782397,3.4310785437717226,51
Project1284,14,4.5356391227770585,5.438130828907133,35
Project1285,14,6.54269140791247,3.6987112890595872,57
Project1286,14,5.438130828907133,2.808520076691007,50
Project1287,14,3.4310785437717226,3.4310785437717226,41
Project1288,14,9.632255237823783,3.4310785437717226,55
Project1289,14,3.4310785437717226,3.4310785437717226,42
Project1290,14,3.6331474166469837,3.4310785437717226,35
Project1291,14,5.438130828907133,2.3265179647663867,33
Project1292,14,5.75759650853811,5.438130828907133,55
Project1293,14,5.834342231891138,6.862157087543445,48
Project1294,14,6.862157087543445,3.4310785437717226,48
Project1295,14,6.862157087543445,3.4310785437717226,32
Project1296,14,3.233841296463084,6.862157087543441,56
Project1297,14,3.4310785437717226,3.4310785437717226,60
Project1298,14,3.4310785437717226,5.438130828907129,51
Project1299,14,4.5356391227770585,3.4310785437717226,47
Project1300,14,4.5356391227770585,4.5356391227770585,40
Project1301,14,5.438130828907133,8.869209372678851,54
Project1302,14,9.632255237823783,6.20117669405206,57
Project1303,14,5.438130828907129,3.4310785437717226,61
Project1304,14,5.438130828907129,3.4310785437717226,46
Project1305,14,5.438130828907129,3.4310785437717226,54
Project1306,14,3.0003722276730542,5.438130828907133,40
Project1307,14,4.014104570270821,6.862157087543445,40
Project1308,14,6.54269140791247,5.007424512808465,53
Project1309,14,7.162248965534796,3.7311704217630735,48
Project1310,14,3.4310785437717226,4.5356391227770585,45
Project1311,14,6.862157087543445,5.438130828907133,45
Project1312,14,4.5356391227770585,4.5356391227770585,41
Project1313,14,4.5356391227770585,4.5356391227770585,41
Project1314,14,5.85966198019165,3.431078543771725,48
Project1315,14,6.20117669405206,6.54269140791247,56
Project1316,14,5.438130828907129,3.4310785437717226,58
Project1317,14,6.862157087543445,6.862157087543445,40
Project1318,14,6.05768838652946,3.797913005932644,57
Project1319,14,5.438130828907129,5.959665381413375,60
Project1320,14,5.438130828907133,3.4310785437717226,32
Project1321,14,5.438130828907133,5.438130828907133,63
Project1322,14,6.20117669405206,5.438130828907133,48
Project1323,14,7.966717666548777,5.438130828907129,54
Project1324,14,4.855104802408037,3.772593257632128,42
Project1325,14,7.445183114042544,3.4310785437717226,57
Project1326,14,9.632255237823783,5.438130828907133,37
Project1327,14,7.9667176665487816,5.438130828907129,44
Project1328,14,8.438503056580188,6.862157087543445,58
Project1329,14,6.20117669405206,6.20117669405206,40
Project1330,14,5.757596508538105,5.438130828907133,59
Project1331,14,4.729781652885798,3.4310785437717226,50
Project1332,14,5.438130828907133,5.438130828907133,45
Project1333,14,5.438130828907133,2.7700981502803366,32
Project1334,14,6.340622535037204,3.593388166745529,63
Project1335,14,4.942717709050072,3.4310785437717226,48
Project1336,14,5.438130828907133,4.1941244089166485,53
Project1337,14,3.4310785437717226,4.5356391227770585,34
Project1338,14,5.128655061849528,4.5356391227770585,37
Project1339,14,6.431450771444782,4.855104802408035,61
Project1340,14,5.096616115046723,3.4310785437717226,52
Project1341,14,7.9667176665487816,4.5356391227770585,60
Project1342,14,8.438503056580185,4.063853732745652,44
Project1343,14,3.4310785437717226,3.4310785437717226,54
Project1344,14,3.4310785437717226,3.4310785437717226,52
Project1345,14,4.194124408916653,3.7311704217630735,47
Project1346,14,5.438130828907133,3.4310785437717226,38
Project1347,14,3.797913005932644,5.438130828907133,55
Project1348,14,4.855104802408035,4.194124408916653,39
Project1349,14,7.9667176665487816,5.438130828907129,58
Project1350,14,6.340622535037204,8.869209372678851,44
Project1351,14,5.438130828907133,4.855104802408035,41
Project1352,14,5.0571736752833,7.9667176665487816,45
Project1353,14,3.431078543771718,3.431078543771718,41
Project1354,14,5.909916218938542,4.855104802408035,51
Project1355,14,4.855104802408035,5.438130828907133,57
Project1356,14,5.0481654835342145,3.4310785437717226,61
Project1357,14,5.438130828907133,3.4310785437717226,38
Project1358,14,4.5356391227770585,6.862157087543445,44
Project1359,14,5.4381308289071315,2.528586837641648,36
Project1360,14,3.4310785437717226,3.4310785437717226,46
Project1361,14,6.862157087543441,4.5356391227770585,44
Project1362,14,6.862157087543445,5.438130828907129,44
Project1363,14,7.9667176665487816,7.9667176665487816,50
Project1364,14,5.438130828907129,3.4310785437717226,27
Project1365,14,3.4310785437717226,3.4310785437717226,64
Project1366,14,6.20117669405206,5.438130828907133,54
Project1367,14,6.862157087543445,4.5356391227770585,44
Project1368,14,3.827289946755727,5.438130828907133,55
Project1369,14,5.438130828907133,5.438130828907129,54
Project1370,14,3.4310785437717226,3.4310785437717226,53
Project1371,14,4.5356391227770585,4.014104570270817,45
Project1372,14,5.438130828907133,4.122900158528755,45
Project1373,14,7.9667176665487816,7.9667176665487816,43
Project1374,14,3.4310785437717226,3.4310785437717226,41
Project1375,14,3.4310785437717226,5.438130828907129,47
Project1376,14,5.438130828907129,3.4310785437717226,51
Project1377,14,3.8617848598703866,3.4310785437717226,32
Project1378,14,8.438503056580188,4.5356391227770585,62
Project1379,14,4.5356391227770585,3.4310785437717226,32
Project1380,14,5.438130828907129,3.4310785437717226,24
Project1381,14,5.007424512808465,6.862157087543441,54
Project1382,14,6.431450771444777,4.855104802408035,55
Project1383,14,3.4310785437717226,4.5356391227770585,47
Project1384,14,5.438130828907133,3.4310785437717226,53
Project1385,14,13.0633337815955,6.862157087543441,54
Project1386,14,3.4310785437717226,3.431078543771718,39
Project1387,14,4.1941244089166485,5.438130828907133,40
Project1388,14,5.438130828907133,5.438130828907133,32
Project1389,14,4.5356391227770585,3.4310785437717226,23
Project1390,14,5.4381308289071315,5.438130828907133,23
Project1391,14,5.438130828907129,4.5356391227770585,45
Project1392,14,8.20822897918747,6.862157087543445,62
Project1393,14,3.4310785437717226,5.438130828907133,57
Project1394,14,5.438130828907133,9.632255237823783,40
Project1395,14,5.959665381413375,5.438130828907129,60
Project1396,14,5.438130828907133,4.5356391227770585,58
Project1397,14,4.1941244089166485,3.4310785437717226,62
Project1398,14,3.4310785437717226,3.4310785437717226,44
Project1399,14,3.4310785437717226,5.438130828907129,51
Project1400,14,5.438130828907133,3.4310785437717226,45
Project1401,14,6.20117669405206,3.4310785437717226,30
Project1402,14,4.5356391227770585,3.4310785437717226,30
Project1403,14,5.438130828907133,4.855104802408035,45
Project1404,14,5.438130828907133,5.438130828907133,49
Project1405,14,5.438130828907133,5.438130828907133,35
Project1406,14,5.438130828907133,5.438130828907129,58
Project1407,14,5.438130828907133,4.1941244089166485,48
Project1408,14,5.438130828907129,3.4310785437717226,50
Project1409,14,6.8621570875434434,4.122900158528758,25
Project1410,14,5.3188479485907845,3.4310785437717226,61
Project1411,14,4.729781652885798,3.4310785437717226,51
Project1412,14,3.4310785437717226,3.431078543771718,41
Project1413,14,7.25836849052745,3.4310785437717226,44
Project1414,14,9.632255237823777,5.834342231891138,41
Project1415,14,4.014104570270817,3.4310785437717226,33
Project1416,14,5.438130828907129,2.6680326786267927,60
Project1417,14,5.438130828907129,5.438130828907129,39
Project1418,14,5.438130828907129,3.4310785437717226,50
Project1419,14,5.438130828907129,5.438130828907129,41
Project1420,14,4.333570249901793,3.4310785437717226,51
Project1421,14,4.535639122777054,4.1941244089166485,44
Project1422,14,4.675084963762205,2.7700981502803366,40
Project1423,14,10.293235631315168,2.528586837641648,60
Project1424,14,7.9667176665487816,7.9667176665487816,58
Project1425,14,6.862157087543445,3.4310785437717226,62
Project1426,14,3.4310785437717226,2.528586837641648,44
Project1427,14,4.194124408916653,3.4310785437717226,51
Project1428,14,6.431450771444777,6.862157087543445,52
Project1429,14,6.862157087543445,4.1941244089166485,52
Project1430,14,4.5356391227770585,3.4310785437717226,40
Project1431,14,2.528586837641648,2.528586837641648,59
Project1432,14,5.196619516268447,3.4310785437717226,34
Project1433,14,5.438130828907133,3.4310785437717226,62
Project1434,14,3.4310785437717226,5.438130828907129,47
Project1435,14,5.438130828907133,3.4310785437717226,40
Project1436,14,8.586275224171112,5.7057635741949975,44
Project1437,14,6.862157087543445,3.4310785437717226,53
Project1438,14,5.834342231891133,4.014104570270817,47
Project1439,14,7.9667176665487816,2.7700981502803366,43
Project1440,14,6.862157087543441,3.4310785437717226,56
Project1441,14,2.237326362528133,8.869209372678851,44
Project1442,14,6.862157087543445,6.20117669405206,45
Project1443,14,7.9667176665487816,5.438130828907133,55
Project1444,14,3.4310785437717226,3.4310785437717226,45
Project1445,14,5.438130828907129,3.4310785437717226,33
Project1446,14,7.9667176665487816,4.729781652885802,62
Project1447,14,6.862157087543445,3.4310785437717226,64
Project1448,14,5.438130828907133,4.5356391227770585,40
Project1449,14,3.4310785437717226,3.4310785437717226,56
Project1450,14,5.438130828907129,3.4310785437717226,44
Project1451,14,3.4310785437717226,3.9028639338031295,44
Project1452,14,5.438130828907129,5.438130828907129,47
Project1453,14,7.9667176665487816,6.862157087543441,41
Project1454,14,4.5356391227770585,3.4310785437717226,53
Project1455,14,4.5356391227770585,3.4310785437717226,55
Project1456,14,3.4310785437717226,3.4310785437717226,48
Project1457,14,5.438130828907129,3.4310785437717226,58
Project1458,14,3.5933881667455245,3.4310785437717226,49
Project1459,14,4.5356391227770585,7.44518311404254,58
Project1460,14,3.4310785437717226,3.4310785437717226,44
Project1461,14,5.438130828907133,5.438130828907133,37
Project1462,14,6.748358972331185,5.438130828907133,60
Project1463,14,3.4310785437717226,3.4310785437717226,50
Project1464,14,9.26542077566286,5.438130828907133,48
Project1465,14,5.438130828907133,4.014104570270821,51
Project1466,14,4.5356391227770585,5.438130828907133,55
Project1467,14,3.4310785437717226,3.4310785437717226,49
Project1468,14,6.05768838652946,3.4310785437717226,52
Project1469,14,7.966717666548777,3.4310785437717226,41
Project1470,14,3.431078543771718,3.4310785437717226,56
Project1471,14,7.44518311404254,3.4310785437717226,45
Project1472,14,3.4310785437717226,5.438130828907129,44
Project1473,14,6.20117669405206,5.438130828907133,57
Project1474,14,5.196619516268445,3.4310785437717226,48
Project1475,14,6.862157087543445,5.438130828907133,48
Project1476,14,5.438130828907129,3.431078543771718,39
Project1477,14,3.4310785437717226,2.2373263625281288,60
Project1478,14,4.729781652885798,4.5356391227770585,51
Project1479,14,6.862157087543445,5.438130828907133,59
Project1480,14,5.438130828907133,3.4310785437717226,52
Project1481,14,3.4310785437717226,5.438130828907129,44
Project1482,14,6.862157087543441,6.862157087543441,56
Project1483,14,6.862157087543445,4.5356391227770585,49
Project1484,14,7.9667176665487816,3.4310785437717226,45
Project1485,14,6.862157087543445,5.438130828907133,38
Project1486,14,3.4310785437717226,3.4310785437717226,35
Project1487,14,5.438130828907133,3.4310785437717226,59
Project1488,14,4.644434711034992,3.4310785437717226,57
Project1489,14,5.007424512808465,3.9028639338031295,38
Project1490,14,5.438130828907129,5.438130828907129,51
Project1491,14,4.333570249901798,3.4310785437717226,32
Project1492,14,6.862157087543445,5.438130828907133,52
Project1493,14,7.445183114042544,4.5356391227770585,51
Project1494,14,6.862157087543445,3.0895638299113126,45
Project1495,14,6.862157087543445,5.438130828907133,49
Project1496,14,6.862157087543441,3.4310785437717226,51
Project1497,14,5.0571736752833,3.4310785437717226,60
Project1498,14,4.855104802408035,6.862157087543441,42
Project1499,14,6.862157087543445,4.014104570270817,58
Project1500,14,3.4310785437717226,3.4310785437717226,51
Project1501,14,5.00742451280847,3.4310785437717226,51
Project1502,14,7.9667176665487816,3.4310785437717226,42
Project1503,14,6.20117669405206,5.438130828907129,54
Project1504,14,5.438130828907129,5.438130828907129,61
Project1505,14,6.20117669405206,5.438130828907133,45
Project1506,14,7.44518311404254,5.438130828907129,58
Project1507,14,7.9667176665487816,3.4310785437717226,42
Project1508,14,7.9667176665487816,4.5356391227770585,42
Project1509,14,7.9667176665487816,5.438130828907133,59
Project1510,14,6.862157087543445,3.4310785437717226,57
Project1511,14,5.438130828907133,5.438130828907133,43
Project1512,14,4.014104570270821,5.438130828907129,54
Project1513,14,7.9667176665487816,4.5356391227770585,43
Project1514,14,7.035859120609229,6.20117669405206,47
Project1515,14,5.438130828907133,2.7700981502803366,38
Project1516,14,7.9667176665487816,5.438130828907133,62
Project1517,14,6.862157087543445,3.4310785437717226,29
Project1518,14,3.4310785437717226,4.1941244089166485,38
Project1519,14,3.7725932576321326,3.4310785437717226,49
Project1520,14,5.438130828907133,6.862157087543445,45
Project1521,14,6.20117669405206,3.4310785437717226,54
Project1522,14,8.869209372678851,3.4310785437717226,49
Project1523,14,3.9028639338031295,6.862157087543441,42
Project1524,14,7.712815859330409,6.862157087543445,55
Project1525,14,7.25836849052745,7.9667176665487816,47
Project1526,14,4.675084963762203,3.4310785437717204,46
Project1527,14,5.196619516268442,7.9667176665487816,52
Project1528,14,3.4310785437717226,3.4310785437717226,37
Project1529,14,4.014104570270821,3.4310785437717226,39
Project1530,14,4.122900158528755,5.438130828907129,46
Project1531,14,6.862157087543445,5.438130828907133,25
Project1532,14,3.4310785437717226,3.4310785437717226,28
Project1533,14,5.438130828907129,3.4310785437717226,34
Project1534,14,4.014104570270817,3.4310785437717226,45
Project1535,14,4.5356391227770585,5.438130828907133,41
Project1536,14,5.438130828907133,8.869209372678856,36
Project1537,14,7.445183114042544,6.862157087543445,40
Project1538,14,6.862157087543445,3.4310785437717226,40
Project1539,14,6.608255280325073,5.007424512808467,31
Project1540,14,4.014104570270817,6.862157087543445,29
Project1541,14,7.9667176665487816,6.862157087543445,45
Project1542,14,5.438130828907129,6.862157087543441,50
Project1543,14,5.438130828907133,4.5356391227770585,40
Project1544,14,8.658539281305819,6.20117669405206,56
Project1545,14,7.625202952688372,7.9667176665487816,52
Project1546,14,5.438130828907129,3.4310785437717226,50
Project1547,14,5.438130828907129,2.528586837641648,61
Project1548,14,3.4310785437717226,3.4310785437717226,56
Project1549,14,6.20117669405206,5.438130828907129,54
Project1550,14,7.9667176665487816,4.5356391227770585,44
Project1551,14,5.438130828907133,6.862157087543445,32
Project1552,14,6.20117669405206,3.4310785437717226,43
Project1553,14,6.862157087543445,3.4310785437717226,57
Project1554,14,5.66840490629985,6.862157087543445,44
Project1555,14,8.438503056580188,7.966717666548777,41
Project1556,14,4.697948745750863,3.3222829555137845,54
Project1557,14,5.438130828907133,3.064244081610801,55
Project1558,14,7.9667176665487816,3.827289946755727,49
Project1559,14,7.9667176665487816,5.959665381413369,25
Project1560,14,6.20117669405206,4.5356391227770585,58
Project1561,14,4.5356391227770585,3.4310785437717226,43
Project1562,14,8.869209372678856,5.438130828907133,48
Project1563,14,3.4310785437717226,6.862157087543445,40
Project1564,14,4.014104570270817,3.4310785437717226,49
Project1565,14,3.4310785437717226,3.4310785437717226,40
Project1566,14,10.876261657814267,2.2373263625281288,55
Project1567,14,3.4310785437717226,5.438130828907133,37
Project1568,14,6.862157087543445,3.4310785437717226,44
Project1569,14,5.438130828907133,5.438130828907133,51
Project1570,14,6.862157087543445,3.4310785437717226,46
Project1571,14,5.438130828907129,4.5356391227770585,47
Project1572,14,5.438130828907133,3.9028639338031295,48
Project1573,14,4.5356391227770585,3.4310785437717226,40
Project1574,14,4.5356391227770585,5.438130828907133,40
Project1575,14,5.155196680399385,7.9667176665487816,62
Project1576,14,5.438130828907133,5.438130828907129,46
Project1577,14,4.789540929995433,5.438130828907129,46
Project1578,14,9.632255237823783,3.4310785437717226,46
Project1579,14,3.4310785437717226,3.4310785437717226,38
Project1580,14,6.862157087543445,4.5356391227770585,47
Project1581,14,6.54269140791247,4.5356391227770585,31
Project1582,14,7.9667176665487816,4.1941244089166485,48
Project1583,14,6.20117669405206,5.438130828907133,53
Project1584,14,8.869209372678856,5.438130828907133,40
Project1585,14,7.9667176665487816,3.4310785437717226,61
Project1586,14,4.122900158528755,3.4310785437717226,36
Project1587,14,4.424398486309371,3.8272899467557226,43
Project1588,14,4.601202995189662,3.4310785437717226,61
Project1589,14,7.9667176665487816,5.438130828907133,50
Project1590,14,7.162248965534796,6.862157087543445,60
Project1591,14,5.438130828907129,5.438130828907129,44
Project1592,14,5.438130828907133,4.5356391227770585,53
Project1593,14,6.862157087543441,3.4310785437717226,42
Project1594,14,4.1941244089166485,3.4310785437717226,53
Project1595,14,5.438130828907133,4.333570249901793,49
Project1596,14,4.3921508152544595,3.4310785437717226,57
Project1597,14,5.438130828907133,5.438130828907133,33
Project1598,14,4.5356391227770585,4.5356391227770585,62
Project1599,14,3.4310785437717226,3.4310785437717226,40
Project1600,14,6.201176694052063,5.438130828907133,42
Project1601,14,5.438130828907133,3.4310785437717226,36
Project1602,14,5.007424512808465,5.438130828907129,50
Project1603,14,4.333570249901798,3.4310785437717226,48
Project1604,14,3.4310785437717226,5.438130828907129,51
Project1605,14,3.4310785437717226,3.4310785437717226,49
Project1606,14,3.4310785437717226,3.4310785437717226,40
Project1607,14,6.862157087543445,5.438130828907133,52
Project1608,14,3.593388166745529,5.438130828907129,51
Project1609,14,5.438130828907133,3.4310785437717226,49
Project1610,14,4.5356391227770585,5.438130828907133,38
Project1611,14,3.4310785437717226,5.438130828907133,33
Project1612,14,4.5356391227770585,3.4310785437717226,62
Project1613,14,5.438130828907133,3.4310785437717226,62
Project1614,14,7.44518311404254,6.862157087543441,43
Project1615,14,4.582558905352053,5.438130828907129,59
Project1616,14,5.438130828907129,4.5356391227770585,42
Project1617,14,3.4310785437717226,3.4310785437717226,53
